loan_amnt,int_rate,fico_score,annual_inc,dti,emp_length,home_ownership,purpose,term,grade,loan_status,issue_date,installment
18492,21.33,719,20000,11.79,3,MORTGAGE,home_improvement,36 months,D,Charged Off,2021-03-19,699.82
22231,17.18,757,41327,4.21,10,OTHER,credit_card,60 months,C,Fully Paid,2021-09-21,554.65
1000,12.05,783,124386,7.14,4,MORTGAGE,credit_card,36 months,B,Fully Paid,2020-08-31,33.24
6922,15.47,769,36569,18.3,0,MORTGAGE,debt_consolidation,36 months,B,Charged Off,2022-09-25,241.55
19953,5.45,770,21183,15.26,8,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,2020-07-13,602.05
31459,22.09,687,132135,15.38,2,MORTGAGE,debt_consolidation,36 months,D,Fully Paid,2021-08-07,1202.9
15166,9.64,676,81727,28.93,7,MORTGAGE,debt_consolidation,36 months,E,Fully Paid,2022-10-30,486.8
9175,11.52,802,57056,1.62,0,MORTGAGE,home_improvement,36 months,A,Fully Paid,2021-10-11,302.64
13536,5.0,818,55889,33.54,1,MORTGAGE,debt_consolidation,36 months,A,Fully Paid,2021-08-20,405.69
25999,13.95,692,122982,24.43,5,MORTGAGE,major_purchase,60 months,C,Fully Paid,2022-02-25,604.28
9832,7.57,686,73583,12.39,1,MORTGAGE,other,36 months,E,Charged Off,2022-05-05,306.15
8606,12.41,634,94082,18.13,9,MORTGAGE,debt_consolidation,36 months,F,Fully Paid,2022-11-12,287.53
11138,9.82,755,36871,9.54,7,MORTGAGE,home_improvement,36 months,C,Fully Paid,2022-06-21,358.45
7373,7.69,796,20000,17.55,3,RENT,other,36 months,B,Charged Off,2022-08-24,229.99
15981,8.78,709,92534,32.2,6,RENT,home_improvement,36 months,D,Fully Paid,2022-01-09,506.56
27997,12.9,798,129398,9.83,7,RENT,debt_consolidation,36 months,B,Fully Paid,2020-02-24,941.98
17584,6.87,697,51164,13.14,8,MORTGAGE,small_business,60 months,E,Fully Paid,2022-01-13,347.11
12981,9.0,682,111460,8.95,4,OWN,home_improvement,36 months,E,Fully Paid,2020-01-26,412.79
12665,14.65,737,47351,10.23,9,OWN,debt_consolidation,36 months,B,Fully Paid,2022-08-08,436.87
2494,22.41,777,56190,11.78,9,MORTGAGE,credit_card,36 months,B,Fully Paid,2021-07-31,95.78
22064,13.91,783,200000,6.24,2,RENT,home_improvement,60 months,A,Fully Paid,2022-07-08,512.36
14377,8.33,682,48821,12.89,9,OWN,debt_consolidation,36 months,C,Fully Paid,2022-07-28,452.71
13556,10.53,598,46845,15.43,7,MORTGAGE,other,36 months,G,Fully Paid,2020-07-27,440.79
40000,12.13,766,20000,11.77,9,RENT,other,60 months,C,Fully Paid,2021-08-20,892.41
17390,10.6,772,97056,0.0,4,MORTGAGE,debt_consolidation,60 months,B,Fully Paid,2021-11-28,374.64
8985,15.61,704,36428,13.77,7,MORTGAGE,home_improvement,36 months,E,Fully Paid,2020-10-01,314.16
11589,12.87,741,66373,14.62,2,OWN,debt_consolidation,60 months,D,Fully Paid,2021-10-15,262.91
24187,15.63,805,48024,30.18,8,RENT,debt_consolidation,60 months,A,Fully Paid,2021-11-15,583.44
15906,10.74,758,43824,15.21,6,MORTGAGE,other,36 months,B,Fully Paid,2021-12-22,518.79
3493,17.3,748,55137,22.48,5,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,2022-02-13,125.06
22353,11.33,768,58186,11.59,7,RENT,debt_consolidation,36 months,B,Fully Paid,2021-07-13,735.31
9654,8.12,662,136387,25.39,6,MORTGAGE,major_purchase,36 months,E,Fully Paid,2021-02-01,303.06
29986,20.71,747,173537,7.44,8,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,2022-06-10,1125.26
23640,5.0,697,94419,19.04,9,RENT,credit_card,36 months,D,Fully Paid,2022-01-30,708.51
11421,9.05,704,145814,21.72,8,MORTGAGE,other,36 months,D,Fully Paid,2022-01-22,363.45
25248,9.49,795,108869,20.55,3,RENT,debt_consolidation,36 months,A,Fully Paid,2022-07-23,808.65
15542,22.03,768,84645,32.31,10,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,2022-07-01,593.8
21822,19.23,748,165810,10.33,6,MORTGAGE,debt_consolidation,36 months,C,Fully Paid,2020-05-21,802.45
18877,17.98,766,23958,26.31,3,MORTGAGE,other,36 months,B,Fully Paid,2022-01-28,682.26
8229,10.68,695,37081,24.25,0,RENT,debt_consolidation,36 months,E,Fully Paid,2021-01-16,268.16
9851,21.7,814,33703,15.4,10,RENT,credit_card,36 months,A,Charged Off,2021-06-12,374.69
23239,13.47,789,48485,29.71,6,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,2021-11-13,788.28
12321,15.91,737,96773,13.83,2,RENT,other,36 months,C,Fully Paid,2022-05-27,432.62
11770,12.72,775,27430,15.18,5,MORTGAGE,credit_card,36 months,A,Fully Paid,2022-03-11,394.99
7359,11.8,615,85132,14.96,4,MORTGAGE,credit_card,60 months,G,Fully Paid,2021-02-06,162.95
18388,10.99,720,39698,4.81,10,MORTGAGE,credit_card,36 months,C,Fully Paid,2022-12-30,601.91
31500,11.16,725,46960,21.09,5,RENT,home_improvement,60 months,D,Fully Paid,2022-08-22,687.4
6459,14.43,740,68891,19.84,5,MORTGAGE,debt_consolidation,60 months,B,Fully Paid,2021-02-27,151.73
15193,13.47,656,194244,14.16,8,RENT,other,36 months,F,Fully Paid,2022-02-09,515.36
26297,11.87,774,36364,29.1,4,MORTGAGE,debt_consolidation,36 months,B,Charged Off,2022-04-25,871.8
14362,18.04,814,56609,11.5,2,RENT,debt_consolidation,60 months,A,Fully Paid,2021-04-22,365.01
18618,5.0,745,28148,1.16,8,MORTGAGE,debt_consolidation,36 months,C,Fully Paid,2021-05-20,558.0
6500,14.04,799,36121,30.22,9,MORTGAGE,debt_consolidation,36 months,A,Charged Off,2021-07-15,222.28
18426,14.87,628,27969,23.09,0,RENT,debt_consolidation,36 months,F,Fully Paid,2022-03-15,637.57
13502,16.59,774,71064,20.01,9,MORTGAGE,debt_consolidation,36 months,C,Fully Paid,2022-04-29,478.63
22885,11.74,738,80637,12.28,4,MORTGAGE,debt_consolidation,60 months,C,Fully Paid,2022-03-15,506.06
24499,12.83,732,96851,17.74,3,MORTGAGE,other,36 months,C,Fully Paid,2020-10-07,823.46
35716,15.94,772,35328,4.92,0,OWN,other,36 months,B,Fully Paid,2021-09-25,1254.61
19637,17.96,792,85439,13.2,2,RENT,debt_consolidation,60 months,B,Fully Paid,2022-12-22,498.22
17606,10.8,644,64807,7.77,3,MORTGAGE,debt_consolidation,60 months,F,Fully Paid,2020-04-30,381.04
16555,13.07,793,57501,17.1,1,RENT,debt_consolidation,60 months,B,Fully Paid,2020-09-22,377.27
12174,18.71,804,25109,22.39,2,RENT,small_business,60 months,A,Fully Paid,2022-03-22,313.86
17707,5.0,754,66654,6.62,7,MORTGAGE,debt_consolidation,36 months,C,Fully Paid,2022-11-07,530.69
12636,9.24,775,68150,20.8,7,RENT,credit_card,60 months,B,Fully Paid,2020-01-25,263.78
16347,17.86,723,64293,16.6,8,MORTGAGE,debt_consolidation,60 months,D,Fully Paid,2021-12-11,413.86
25540,16.37,787,79224,20.47,2,MORTGAGE,home_improvement,36 months,B,Fully Paid,2022-07-03,902.58
6947,14.09,658,97364,13.06,0,MORTGAGE,credit_card,36 months,F,Fully Paid,2022-07-30,237.74
24119,10.21,771,27760,20.63,5,MORTGAGE,debt_consolidation,36 months,C,Fully Paid,2020-12-30,780.63
25536,8.47,707,51447,9.43,3,MORTGAGE,debt_consolidation,36 months,D,Fully Paid,2021-03-12,805.75
14055,9.64,703,85908,1.54,8,OWN,home_improvement,36 months,E,Fully Paid,2022-10-13,451.14
1000,18.19,667,49618,3.37,5,MORTGAGE,debt_consolidation,60 months,E,Charged Off,2021-11-21,25.5
10137,9.49,748,117195,10.98,9,RENT,debt_consolidation,60 months,C,Fully Paid,2022-12-16,212.85
25375,12.41,663,63775,2.1,1,MORTGAGE,debt_consolidation,36 months,E,Fully Paid,2020-11-07,847.79
14817,8.99,753,20000,27.4,4,RENT,credit_card,60 months,B,Fully Paid,2022-10-27,307.5
7005,15.37,766,107753,14.34,4,RENT,credit_card,36 months,C,Fully Paid,2020-07-25,244.1
10961,9.85,841,55161,22.35,1,MORTGAGE,debt_consolidation,36 months,A,Fully Paid,2022-03-27,352.91
21724,11.61,766,20000,21.3,6,RENT,debt_consolidation,60 months,B,Fully Paid,2021-01-15,478.97
19373,5.27,749,50181,15.05,0,MORTGAGE,debt_consolidation,60 months,B,Fully Paid,2020-06-02,367.99
13088,5.55,679,24640,40.0,7,MORTGAGE,credit_card,60 months,E,Fully Paid,2020-09-04,250.3
12065,12.03,724,101436,38.42,0,OTHER,small_business,36 months,C,Charged Off,2020-03-26,400.9
11865,6.7,735,58390,26.14,9,OWN,debt_consolidation,36 months,D,Fully Paid,2022-07-03,364.73
7620,20.42,752,31362,7.76,1,RENT,credit_card,36 months,C,Fully Paid,2022-03-07,284.82
27923,5.0,781,105619,26.46,5,RENT,debt_consolidation,60 months,B,Fully Paid,2022-10-04,526.94
12421,8.8,647,82534,1.01,2,RENT,credit_card,36 months,F,Fully Paid,2020-12-17,393.83
24737,12.07,725,50765,26.17,1,MORTGAGE,credit_card,36 months,C,Fully Paid,2021-12-17,822.45
27170,10.54,761,25036,0.0,7,RENT,credit_card,60 months,C,Fully Paid,2021-08-21,584.53
22986,7.58,737,33198,12.45,8,OWN,debt_consolidation,60 months,C,Fully Paid,2021-05-09,461.47
11547,8.17,749,32852,24.67,7,RENT,debt_consolidation,36 months,B,Fully Paid,2020-11-06,362.75
18229,8.04,711,100966,18.08,4,RENT,debt_consolidation,36 months,E,Fully Paid,2021-03-07,571.57
14806,10.85,759,20000,3.17,10,OWN,debt_consolidation,36 months,D,Fully Paid,2022-07-09,483.68
7770,19.81,773,57926,16.36,3,OWN,debt_consolidation,36 months,B,Fully Paid,2021-04-08,288.01
17594,12.31,657,50251,18.08,2,MORTGAGE,major_purchase,60 months,F,Fully Paid,2022-08-06,394.13
5567,16.73,806,123608,16.64,10,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,2022-08-31,197.73
24501,14.03,794,70468,11.74,10,MORTGAGE,credit_card,60 months,A,Fully Paid,2021-07-17,570.48
11283,16.46,792,87085,21.84,6,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,2022-06-23,399.24
16609,5.0,758,41450,24.16,2,RENT,debt_consolidation,36 months,B,Fully Paid,2022-01-22,497.79
17266,10.78,689,25293,13.77,2,MORTGAGE,credit_card,36 months,E,Fully Paid,2021-04-18,563.47
12928,17.23,690,47675,27.16,5,MORTGAGE,debt_consolidation,36 months,D,Fully Paid,2022-05-02,462.4
19693,9.71,734,103157,13.75,8,MORTGAGE,other,60 months,C,Fully Paid,2021-01-17,415.61
11200,19.05,676,102993,11.08,1,RENT,home_improvement,36 months,D,Fully Paid,2021-03-29,410.83
21970,17.94,779,44293,25.86,7,RENT,other,36 months,B,Fully Paid,2020-08-07,793.61
4232,10.12,687,32776,25.56,1,MORTGAGE,other,36 months,E,Fully Paid,2020-01-19,136.79
16011,9.99,779,28576,10.04,8,MORTGAGE,home_improvement,60 months,A,Fully Paid,2022-07-25,340.11
30511,7.95,813,54413,8.88,5,MORTGAGE,home_improvement,36 months,B,Fully Paid,2021-12-04,955.4
6997,9.48,681,65879,29.12,10,OWN,credit_card,36 months,E,Fully Paid,2021-11-29,224.07
9578,7.07,737,167918,14.18,8,MORTGAGE,debt_consolidation,36 months,C,Fully Paid,2020-03-26,296.05
19111,13.72,660,65272,15.03,5,RENT,major_purchase,36 months,E,Fully Paid,2020-10-05,650.57
16436,6.18,785,92008,12.98,1,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,2020-12-03,501.36
17805,14.41,752,34671,25.57,5,MORTGAGE,credit_card,36 months,B,Fully Paid,2020-08-31,612.08
18913,14.51,785,61647,32.15,1,MORTGAGE,home_improvement,36 months,B,Fully Paid,2020-04-30,651.1
20077,5.36,662,66042,15.56,9,MORTGAGE,credit_card,60 months,E,Fully Paid,2020-12-22,382.2
23877,18.2,658,54264,34.34,2,RENT,credit_card,60 months,F,Fully Paid,2020-05-24,608.92
18278,14.05,796,58966,10.56,9,RENT,debt_consolidation,36 months,A,Fully Paid,2020-07-01,625.14
13069,15.0,665,65404,12.74,3,MORTGAGE,home_improvement,36 months,F,Charged Off,2022-09-02,453.04
20380,8.97,683,83845,20.38,2,RENT,other,36 months,D,Fully Paid,2020-02-12,647.79
30199,14.49,749,135724,8.46,3,RENT,debt_consolidation,36 months,C,Fully Paid,2021-01-18,1039.33
13938,16.51,750,20000,20.28,7,RENT,debt_consolidation,36 months,B,Fully Paid,2022-07-13,493.54
7203,11.61,757,130563,10.85,5,OTHER,credit_card,60 months,B,Fully Paid,2022-12-17,158.81
23856,20.01,721,20000,2.65,1,RENT,debt_consolidation,36 months,D,Charged Off,2021-04-27,886.7
14036,12.18,740,74319,1.06,1,MORTGAGE,debt_consolidation,60 months,C,Fully Paid,2021-11-24,313.5
1000,16.56,807,200000,12.41,4,OTHER,debt_consolidation,60 months,A,Fully Paid,2020-09-26,24.62
21779,13.17,665,58117,18.34,3,OWN,credit_card,36 months,F,Fully Paid,2020-05-29,735.61
10717,14.34,713,67915,4.11,9,MORTGAGE,home_improvement,36 months,D,Fully Paid,2022-06-18,368.05
14275,5.31,707,48185,16.43,6,MORTGAGE,home_improvement,36 months,D,Fully Paid,2022-12-22,429.82
17655,13.48,719,95519,16.45,2,RENT,other,60 months,C,Fully Paid,2022-12-11,406.06
16523,9.06,753,77153,13.66,0,OWN,debt_consolidation,36 months,D,Fully Paid,2020-08-16,525.89
20675,8.61,810,37300,7.59,1,RENT,other,36 months,A,Fully Paid,2020-10-29,653.71
11516,18.98,770,55268,16.92,7,RENT,home_improvement,36 months,B,Fully Paid,2022-12-12,422.01
19104,11.14,643,27367,13.86,8,RENT,home_improvement,36 months,F,Fully Paid,2021-03-14,626.71
12923,7.99,654,55090,22.85,8,RENT,credit_card,36 months,F,Fully Paid,2020-06-17,404.9
20910,10.56,649,44642,4.66,8,MORTGAGE,credit_card,36 months,F,Fully Paid,2022-12-15,680.22
19922,6.8,630,65879,15.91,3,RENT,debt_consolidation,36 months,G,Fully Paid,2020-10-05,613.31
7516,17.74,788,36426,4.83,10,RENT,other,60 months,A,Fully Paid,2021-02-09,189.8
23687,9.22,833,51528,13.1,1,RENT,debt_consolidation,36 months,A,Fully Paid,2020-05-12,755.67
10712,14.12,663,60242,6.24,8,MORTGAGE,debt_consolidation,36 months,F,Fully Paid,2022-07-23,366.74
21464,17.42,763,63252,7.66,1,MORTGAGE,debt_consolidation,60 months,A,Fully Paid,2020-11-06,538.29
17938,10.0,685,72547,14.97,3,MORTGAGE,home_improvement,36 months,E,Fully Paid,2022-03-09,578.81
29705,14.13,696,53001,10.47,5,MORTGAGE,small_business,36 months,E,Fully Paid,2022-09-20,1017.12
13212,7.88,713,34520,26.73,1,RENT,debt_consolidation,36 months,C,Fully Paid,2020-12-27,413.29
12205,21.78,702,63414,24.43,4,RENT,debt_consolidation,36 months,E,Fully Paid,2020-12-07,464.73
14844,15.75,722,52828,21.44,4,OWN,debt_consolidation,36 months,D,Fully Paid,2020-11-12,520.04
12574,11.23,743,122669,21.28,6,RENT,small_business,36 months,B,Fully Paid,2021-04-23,413.03
21399,8.91,676,133989,16.04,7,MORTGAGE,debt_consolidation,60 months,E,Fully Paid,2020-06-18,443.27
2069,11.54,717,22914,25.44,1,RENT,debt_consolidation,36 months,C,Fully Paid,2021-11-21,68.27
6570,10.64,786,92226,12.65,0,RENT,debt_consolidation,36 months,B,Fully Paid,2022-11-19,213.98
6457,19.81,599,106130,31.95,8,MORTGAGE,other,60 months,G,Fully Paid,2022-09-04,170.39
22602,7.1,691,23339,7.46,5,MORTGAGE,debt_consolidation,36 months,D,Fully Paid,2021-11-19,698.92
28684,12.54,771,89826,5.97,5,MORTGAGE,other,36 months,B,Fully Paid,2021-11-02,960.13
14164,11.93,721,112102,3.84,10,RENT,debt_consolidation,36 months,E,Charged Off,2022-05-12,469.97
13649,11.53,704,30799,5.23,4,MORTGAGE,debt_consolidation,36 months,E,Fully Paid,2020-01-30,450.28
15560,11.57,780,50744,1.97,2,MORTGAGE,debt_consolidation,36 months,A,Fully Paid,2021-10-06,513.62
24295,11.54,775,68215,16.71,7,MORTGAGE,debt_consolidation,36 months,A,Fully Paid,2022-05-11,801.61
7581,15.49,758,89261,21.83,8,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,2021-11-04,264.62
16906,14.44,651,29974,15.27,5,OWN,major_purchase,36 months,E,Fully Paid,2020-09-21,581.43
22801,13.68,725,134578,3.92,7,MORTGAGE,credit_card,36 months,D,Fully Paid,2021-06-03,775.75
19008,5.0,663,20000,11.24,5,MORTGAGE,other,36 months,F,Fully Paid,2022-05-14,569.69
16516,13.2,698,151239,21.73,4,RENT,credit_card,36 months,E,Fully Paid,2021-08-13,558.08
23008,5.38,740,88008,12.26,0,RENT,major_purchase,60 months,C,Fully Paid,2022-09-27,438.21
1000,14.59,802,38745,8.61,2,MORTGAGE,home_improvement,36 months,A,Fully Paid,2021-11-23,34.46
20423,17.9,688,109653,2.89,5,MORTGAGE,debt_consolidation,36 months,D,Fully Paid,2022-07-06,737.32
9767,8.3,745,28754,11.62,4,MORTGAGE,home_improvement,36 months,C,Fully Paid,2022-11-23,307.42
1000,10.95,795,64890,9.38,8,RENT,debt_consolidation,60 months,B,Fully Paid,2021-08-21,21.72
19089,9.6,641,70753,14.31,1,RENT,debt_consolidation,36 months,F,Fully Paid,2022-06-09,612.37
25989,16.94,718,70635,18.81,1,RENT,credit_card,60 months,D,Fully Paid,2020-09-18,645.06
13900,12.38,681,33262,12.74,1,RENT,home_improvement,36 months,E,Fully Paid,2021-11-29,464.21
22622,18.91,699,42308,16.48,7,RENT,credit_card,36 months,D,Fully Paid,2021-09-20,828.2
27898,13.66,810,65429,18.78,6,OTHER,credit_card,36 months,A,Fully Paid,2020-05-11,948.89
25519,12.97,806,36000,5.16,6,RENT,debt_consolidation,36 months,B,Fully Paid,2020-05-07,859.47
28119,12.27,737,72404,30.09,2,RENT,debt_consolidation,60 months,D,Fully Paid,2020-09-17,629.33
20937,15.27,723,38953,9.07,5,MORTGAGE,credit_card,36 months,C,Fully Paid,2021-05-02,728.56
15603,5.05,802,120571,19.13,8,MORTGAGE,debt_consolidation,36 months,A,Fully Paid,2020-04-12,467.99
2184,12.34,754,178774,5.91,7,MORTGAGE,credit_card,36 months,C,Fully Paid,2021-03-31,72.9
13031,11.72,771,48619,15.88,4,MORTGAGE,debt_consolidation,60 months,B,Charged Off,2022-07-23,288.03
8254,14.9,684,114025,16.17,1,RENT,debt_consolidation,36 months,D,Fully Paid,2021-11-30,285.72
32367,11.25,784,51605,28.27,9,MORTGAGE,debt_consolidation,36 months,A,Fully Paid,2020-12-01,1063.49
13592,7.85,752,31085,13.14,5,RENT,debt_consolidation,36 months,C,Fully Paid,2022-01-14,424.98
15985,12.03,838,44444,25.4,9,RENT,major_purchase,36 months,A,Fully Paid,2022-08-20,531.16
19411,7.67,697,63570,17.32,4,OWN,debt_consolidation,36 months,D,Fully Paid,2022-08-30,605.32
15348,5.0,780,20000,29.82,2,MORTGAGE,debt_consolidation,60 months,A,Fully Paid,2022-02-06,289.64
28560,14.91,822,92777,0.76,3,MORTGAGE,major_purchase,60 months,A,Fully Paid,2022-01-12,678.09
10018,14.32,744,63590,18.86,4,RENT,debt_consolidation,36 months,C,Fully Paid,2021-07-06,343.95
16556,13.87,792,120617,0.0,6,RENT,credit_card,36 months,A,Fully Paid,2022-02-12,564.8
9060,17.21,616,91646,14.54,8,MORTGAGE,credit_card,36 months,G,Fully Paid,2021-01-12,323.96
4439,9.34,767,65118,23.17,2,RENT,other,36 months,B,Charged Off,2020-07-03,141.86
10105,6.28,815,46672,26.56,2,MORTGAGE,debt_consolidation,60 months,A,Fully Paid,2021-02-22,196.68
14703,11.72,684,173859,20.91,2,RENT,debt_consolidation,60 months,E,Fully Paid,2020-07-09,324.98
11565,10.61,769,200000,12.68,9,MORTGAGE,debt_consolidation,36 months,A,Fully Paid,2020-01-17,376.49
9460,8.63,677,47221,19.36,2,MORTGAGE,credit_card,60 months,E,Fully Paid,2021-02-25,194.68
3749,11.68,746,124194,35.13,3,MORTGAGE,debt_consolidation,60 months,D,Charged Off,2020-06-18,82.79
14335,9.55,822,36507,15.6,5,RENT,debt_consolidation,36 months,A,Fully Paid,2021-01-09,459.53
2962,5.0,825,39680,22.69,6,RENT,credit_card,60 months,A,Fully Paid,2021-06-01,55.9
21080,10.24,693,45689,11.57,9,MORTGAGE,debt_consolidation,36 months,D,Fully Paid,2020-09-26,682.57
15659,7.45,717,96691,23.56,1,RENT,other,36 months,D,Fully Paid,2021-05-20,486.73
3339,12.93,788,28213,22.25,1,MORTGAGE,credit_card,60 months,B,Fully Paid,2020-03-10,75.85
12526,9.38,681,177189,10.12,3,RENT,debt_consolidation,36 months,E,Fully Paid,2022-02-14,400.54
8982,16.45,793,115440,21.22,4,OWN,debt_consolidation,36 months,B,Charged Off,2021-10-31,317.78
17553,18.42,722,95135,21.6,4,MORTGAGE,debt_consolidation,60 months,C,Fully Paid,2020-06-04,449.75
25723,14.72,744,48743,20.92,4,MORTGAGE,debt_consolidation,36 months,C,Fully Paid,2020-01-27,888.17
1000,5.8,758,107006,14.67,9,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,2021-07-10,30.33
15920,18.02,769,20000,24.83,8,RENT,debt_consolidation,60 months,C,Fully Paid,2020-12-11,404.44
13718,18.3,768,81522,7.52,8,RENT,major_purchase,36 months,B,Fully Paid,2022-06-07,498.01
20370,12.08,765,66975,15.08,8,MORTGAGE,major_purchase,36 months,B,Fully Paid,2021-11-30,677.35
16705,17.29,717,20000,15.89,0,RENT,debt_consolidation,36 months,C,Fully Paid,2020-03-24,597.99
8984,9.79,756,79568,24.37,1,RENT,debt_consolidation,60 months,C,Fully Paid,2021-01-17,189.96
12447,5.0,688,90546,7.27,7,RENT,debt_consolidation,36 months,E,Fully Paid,2020-10-04,373.05
8631,8.96,709,20000,16.93,6,RENT,debt_consolidation,36 months,D,Fully Paid,2022-03-28,274.3
23608,18.92,782,26088,11.06,7,MORTGAGE,debt_consolidation,60 months,B,Charged Off,2022-06-15,611.37
15170,6.04,731,200000,15.88,7,RENT,debt_consolidation,36 months,D,Fully Paid,2021-04-23,461.78
30209,12.0,804,52551,18.14,9,OWN,debt_consolidation,36 months,A,Fully Paid,2021-01-19,1003.37
14514,12.14,778,118531,4.77,6,RENT,debt_consolidation,36 months,B,Fully Paid,2022-10-01,483.04
9332,9.95,750,131763,25.11,3,RENT,debt_consolidation,36 months,C,Fully Paid,2021-04-24,300.9
2890,10.23,704,78885,18.42,1,RENT,small_business,60 months,C,Fully Paid,2020-06-01,61.73
1000,12.29,749,122035,8.13,4,MORTGAGE,debt_consolidation,36 months,C,Fully Paid,2021-07-15,33.35
2326,9.75,707,20000,12.27,7,RENT,debt_consolidation,36 months,C,Fully Paid,2021-03-16,74.78
17137,6.31,770,50951,26.95,3,RENT,debt_consolidation,36 months,B,Fully Paid,2022-04-13,523.75
19069,12.86,691,20000,18.33,1,RENT,credit_card,60 months,E,Fully Paid,2021-11-11,432.51
2350,16.29,643,20000,7.28,10,MORTGAGE,debt_consolidation,36 months,E,Fully Paid,2022-08-21,82.96
22160,15.48,741,40855,8.73,4,RENT,other,36 months,C,Fully Paid,2022-06-30,773.4
11135,8.76,702,37580,20.0,2,MORTGAGE,debt_consolidation,36 months,D,Fully Paid,2021-08-18,352.85
16174,7.0,675,61635,20.96,2,OWN,other,36 months,E,Fully Paid,2020-07-04,499.41
27897,10.86,725,59014,17.9,9,RENT,debt_consolidation,36 months,D,Fully Paid,2021-09-23,911.46
22174,18.27,778,65750,12.67,8,RENT,debt_consolidation,36 months,C,Fully Paid,2020-12-16,804.65
12851,14.58,724,67663,21.48,6,MORTGAGE,other,60 months,D,Fully Paid,2021-05-23,302.9
7870,14.82,650,75587,12.5,5,RENT,debt_consolidation,60 months,F,Charged Off,2020-09-06,186.48
1000,15.56,743,30597,8.16,10,RENT,small_business,36 months,B,Fully Paid,2021-09-10,34.94
9246,13.68,707,36049,27.69,2,MORTGAGE,home_improvement,36 months,E,Fully Paid,2021-06-22,314.57
13310,12.48,616,58348,18.91,4,MORTGAGE,debt_consolidation,60 months,G,Fully Paid,2020-02-01,299.31
7102,14.65,676,58986,8.72,0,RENT,major_purchase,36 months,D,Fully Paid,2022-08-24,244.98
13949,9.82,746,28075,16.07,4,OWN,debt_consolidation,36 months,B,Fully Paid,2022-08-07,448.92
